1 -146.992 125.687
2 -145.837 125.361
3 -144.605 125.042
4 -143.337 124.752
5 -142.066 124.496
6 -140.818 124.266
7 -139.61 124.046
8 -138.453 123.822
9 -137.362 123.587
10 -136.349 123.351
11 -135.43 123.134
12 -134.621 122.962
13 -133.938 122.856
14 -133.389 122.824
15 -132.978 122.864
16 -132.695 122.96
17 -132.522 123.094
18 -132.432 123.251
19 -132.388 123.428
20 -132.354 123.629
21 -132.297 123.865
22 -132.196 124.147
23 -132.043 124.487
24 -131.84 124.894
25 -131.6 125.377
26 -131.331 125.943
27 -131.038 126.6
28 -130.717 127.356
29 -130.361 128.214
30 -129.955 129.166
31 -129.492 130.191
32 -128.969 131.254
33 -128.391 132.314
34 -127.769 133.325
35 -127.125 134.244
36 -126.489 135.038
37 -125.896 135.682
38 -125.388 136.165
39 -125.006 136.491
40 -124.786 136.664
41 -124.748 136.693
42 -124.89 136.58
43 -125.191 136.316
44 -125.613 135.889
45 -126.12 135.285
46 -126.684 134.5
47 -127.292 133.547
48 -127.943 132.462
49 -128.641 131.301
50 -129.386 130.129
51 -130.171 129.006
52 -130.973 127.974
53 -131.766 127.053
54 -132.514 126.241
55 -133.192 125.531
56 -133.779 124.918
57 -134.266 124.412
58 -134.656 124.038
59 -134.951 123.831
60 -135.154 123.82
61 -135.262 124.017
62 -135.262 124.406
63 -135.135 124.943
64 -134.863 125.565
65 -134.435 126.202
66 -133.854 126.794
67 -133.14 127.301
68 -132.329 127.711
69 -131.469 128.039
70 -130.614 128.315
71 -129.816 128.569
72 -129.117 128.816
73 -128.547 129.048
74 -128.117 129.224
75 -127.83 129.291
76 -127.681 129.196
77 -127.668 128.902
78 -127.8 128.405
79 -128.092 127.736
80 -128.567 126.946
81 -129.248 126.101
82 -130.137 125.26
83 -131.217 124.464
84 -132.443 123.731
85 -133.754 123.056
86 -135.084 122.427
87 -136.369 121.831
88 -137.562 121.269
89 -138.638 120.761
90 -139.583 120.344
91 -140.401 120.069
92 -141.101 119.982
93 -141.702 120.119
94 -142.218 120.487
95 -142.657 121.069
96 -143.02 121.82
97 -143.296 122.685
98 -143.473 123.607
99 -143.538 124.54
100 -143.49 125.455
101 -143.338 126.34
102 -143.107 127.197
103 -142.827 128.031
104 -142.534 128.846
105 -142.26 129.636
106 -142.029 130.386
107 -141.849 131.074
108 -141.719 131.676
109 -141.627 132.168
110 -141.558 132.538
111 -141.499 132.777
112 -141.448 132.887
113 -141.411 132.875
114 -141.412 132.753
115 -141.477 132.537
116 -141.632 132.25
117 -141.888 131.923
118 -142.237 131.585
119 -142.647 131.265
120 -143.071 130.983
121 -143.455 130.742
122 -143.756 130.533
123 -143.949 130.343
124 -144.032 130.158
125 -144.025 129.983
126 -143.957 129.839
127 -143.866 129.766
128 -143.781 129.814
129 -143.721 130.021
130 -143.69 130.404
131 -143.675 130.946
132 -143.649 131.603
133 -143.583 132.314
134 -143.45 133.018
135 -143.233 133.669
136 -142.936 134.249
137 -142.578 134.764
138 -142.19 135.239
139 -141.809 135.71
140 -141.461 136.203
141 -141.154 136.729
142 -140.88 137.27
143 -140.61 137.784
144 -140.31 138.216
145 -139.952 138.51
146 -139.527 138.626
147 -139.047 138.551
148 -138.55 138.305
149 -138.091 137.934
150 -137.729 137.497
151 -137.515 137.048
152 -137.473 136.614
153 -137.601 136.187
154 -137.871 135.729
155 -138.245 135.188
156 -138.687 134.522
157 -139.178 133.716
158 -139.715 132.79
159 -140.31 131.798
160 -140.973 130.813
161 -141.71 129.908
162 -142.518 129.136
163 -143.385 128.519
164 -144.291 128.047
165 -145.212 127.686
166 -146.122 127.396
167 -146.992 127.146
168 -147.797 126.922
169 -148.52 126.732
170 -149.154 126.6
171 -149.71 126.554
172 -150.207 126.62
173 -150.674 126.804
174 -151.132 127.094
175 -151.59 127.46
176 -152.036 127.858
177 -152.445 128.245
178 -152.788 128.579
179 -153.043 128.829
180 -153.203 128.974
181 -153.274 129.01
182 -153.272 128.943
183 -153.218 128.791
184 -153.134 128.578
185 -153.043 128.324
186 -152.964 128.049
187 -152.919 127.766
188 -152.925 127.481
189 -152.995 127.199
190 -153.137 126.924
191 -153.347 126.659
192 -153.62 126.41
193 -153.946 126.186
194 -154.319 126
195 -154.736 125.868
196 -155.198 125.807
197 -155.699 125.838
198 -156.221 125.98
199 -156.726 126.242
200 -157.167 126.624
201 -157.493 127.109
202 -157.667 127.67
203 -157.672 128.274
204 -157.515 128.897
205 -157.221 129.532
206 -156.825 130.195
207 -156.361 130.923
208 -155.853 131.769
209 -155.318 132.784
210 -154.764 133.995
211 -154.197 135.396
212 -153.62 136.94
213 -153.04 138.549
214 -152.461 140.137
215 -151.883 141.629
216 -151.311 142.978
217 -150.749 144.172
218 -150.216 145.225
219 -149.737 146.167
220 -149.339 147.026
221 -149.041 147.818
222 -148.846 148.537
223 -148.737 149.162
224 -148.684 149.661
225 -148.654 150.008
226 -148.623 150.19
227 -148.587 150.212
228 -148.563 150.095
229 -148.581 149.878
230 -148.68 149.611
231 -148.885 149.343
232 -149.206 149.114
233 -149.628 148.945
234 -150.116 148.835
235 -150.63 148.765
236 -151.126 148.711
237 -151.572 148.656
238 -151.942 148.597
239 -152.224 148.554
240 -152.419 148.563
241 -152.534 148.662
242 -152.591 148.878
243 -152.612 149.219
244 -152.62 149.669
245 -152.625 150.195
246 -152.626 150.758
247 -152.605 151.325
248 -152.544 151.877
249 -152.424 152.408
250 -152.241 152.922
251 -152.006 153.426
252 -151.744 153.923
253 -151.485 154.407
254 -151.253 154.867
255 -151.064 155.288
256 -150.918 155.655
257 -150.802 155.96
258 -150.702 156.195
259 -150.605 156.358
260 -150.506 156.45
261 -150.411 156.473
262 -150.337 156.436
263 -150.308 156.349
264 -150.352 156.233
265 -150.502 156.111
266 -150.789 156.011
267 -151.238 155.957
268 -151.866 155.964
269 -152.675 156.038
270 -153.646 156.168
271 -154.751 156.335
272 -155.95 156.513
273 -157.205 156.684
274 -158.487 156.84
275 -159.776 156.986
276 -161.052 157.135
277 -162.293 157.306
278 -163.468 157.513
279 -164.542 157.756
280 -165.475 158.018
281 -166.237 158.269
282 -166.811 158.469
283 -167.196 158.581
284 -167.403 158.577
285 -167.459 158.448
286 -167.396 158.201
287 -167.251 157.864
288 -167.056 157.477
289 -166.84 157.085
290 -166.62 156.724
291 -166.402 156.412
292 -166.181 156.15
293 -165.949 155.919
294 -165.696 155.697
295 -165.414 155.468
296 -165.1 155.232
297 -164.76 155.013
298 -164.403 154.848
299 -164.046 154.783
300 -163.707 154.855
301 -163.403 155.082
302 -163.15 155.452
303 -162.955 155.932
304 -162.82 156.479
305 -162.745 157.051
306 -162.731 157.623
307 -162.79 158.186
308 -162.939 158.748
309 -163.196 159.325
310 -163.575 159.926
311 -164.073 160.552
312 -164.672 161.184
313 -165.339 161.791
314 -166.033 162.335
315 -166.712 162.785
316 -167.336 163.12
317 -167.874 163.333
318 -168.298 163.433
319 -168.593 163.438
320 -168.751 163.372
321 -168.781 163.256
322 -168.698 163.105
323 -168.528 162.918
324 -168.294 162.683
325 -168.016 162.381
326 -167.705 161.99
327 -167.368 161.5
328 -167.014 160.911
329 -166.65 160.239
330 -166.295 159.514
331 -165.969 158.776
332 -165.691 158.064
333 -165.476 157.41
334 -165.329 156.829
335 -165.242 156.327
336 -165.201 155.895
337 -165.184 155.519
338 -165.172 155.179
339 -165.152 154.863
340 -165.115 154.558
341 -165.065 154.264
342 -165.009 153.988
343 -164.968 153.743
344 -164.964 153.55
345 -165.026 153.433
346 -165.174 153.417
347 -165.42 153.522
348 -165.76 153.766
349 -166.177 154.151
350 -166.645 154.668
351 -167.136 155.296
352 -167.624 156.007
353 -168.093 156.777
354 -168.532 157.588
355 -168.936 158.436
356 -169.296 159.327
357 -169.594 160.278
358 -169.803 161.299
359 -169.894 162.395
360 -169.846 163.553
361 -169.65 164.748
362 -169.312 165.948
363 -168.852 167.123
364 -168.297 168.255
365 -167.677 169.337
366 -167.025 170.374
367 -166.375 171.381
368 -165.762 172.363
369 -165.217 173.315
370 -164.76 174.214
371 -164.396 175.025
372 -164.11 175.706
373 -163.877 176.219
374 -163.674 176.539
375 -163.485 176.656
376 -163.315 176.576
377 -163.188 176.319
378 -163.132 175.907
379 -163.175 175.368
380 -163.328 174.725
381 -163.578 173.992
382 -163.898 173.177
383 -164.25 172.279
384 -164.604 171.296
385 -164.942 170.237
386 -165.263 169.124
387 -165.58 167.993
388 -165.91 166.9
389 -166.27 165.904
390 -166.669 165.053
391 -167.106 164.376
392 -167.572 163.869
393 -168.05 163.507
394 -168.516 163.245
395 -168.942 163.043
396 -169.294 162.872
397 -169.541 162.719
398 -169.661 162.587
399 -169.644 162.489
400 -169.503 162.441
401 -169.264 162.457
402 -168.965 162.536
403 -168.643 162.668
404 -168.322 162.835
405 -168.019 163.011
406 -167.738 163.173
407 -167.486 163.298
408 -167.274 163.371
409 -167.119 163.383
410 -167.042 163.335
411 -167.061 163.239
412 -167.183 163.112
413 -167.403 162.975
414 -167.709 162.847
415 -168.081 162.738
416 -168.496 162.647
417 -168.933 162.565
418 -169.373 162.478
419 -169.796 162.369
420 -170.185 162.225
421 -170.526 162.045
422 -170.814 161.83
423 -171.051 161.594
424 -171.248 161.351
425 -171.419 161.12
426 -171.566 160.923
427 -171.682 160.784
428 -171.741 160.725
429 -171.71 160.756
430 -171.56 160.879
431 -171.271 161.079
432 -170.839 161.336
433 -170.275 161.625
434 -169.6 161.928
435 -168.835 162.233
436 -168 162.54
437 -167.113 162.855
438 -166.185 163.187
439 -165.232 163.539
440 -164.267 163.905
441 -163.306 164.27
442 -162.367 164.608
443 -161.467 164.896
444 -160.621 165.114
445 -159.852 165.253
446 -159.19 165.313
447 -158.661 165.306
448 -158.292 165.246
449 -158.097 165.151
450 -158.072 165.029
451 -158.199 164.881
452 -158.441 164.703
453 -158.756 164.494
454 -159.101 164.259
455 -159.438 164.016
456 -159.743 163.795
457 -160.003 163.629
458 -160.215 163.552
459 -160.387 163.583
460 -160.524 163.73
461 -160.63 163.98
462 -160.702 164.309
463 -160.735 164.691
464 -160.725 165.099
465 -160.679 165.517
466 -160.612 165.936
467 -160.552 166.356
468 -160.526 166.781
469 -160.556 167.22
470 -160.649 167.675
471 -160.79 168.138
472 -160.95 168.594
473 -161.09 169.022
474 -161.174 169.401
475 -161.173 169.715
476 -161.067 169.955
477 -160.849 170.124
478 -160.522 170.234
479 -160.094 170.3
480 -159.582 170.336
481 -159.002 170.347
482 -158.374 170.326
483 -157.713 170.258
484 -157.033 170.126
485 -156.344 169.921
486 -155.657 169.646
487 -154.982 169.322
488 -154.333 168.979
489 -153.725 168.649
490 -153.18 168.354
491 -152.719 168.104
492 -152.361 167.893
493 -152.113 167.709
494 -151.971 167.544
495 -151.913 167.393
496 -151.904 167.264
497 -151.907 167.167
498 -151.888 167.108
499 -151.825 167.086
500 -151.714 167.089
501 -151.562 167.096
502 -151.387 167.08
503 -151.208 167.016
504 -151.042 166.886
505 -150.903 166.682
506 -150.8 166.407
507 -150.74 166.076
508 -150.724 165.706
509 -150.743 165.317
510 -150.781 164.926
511 -150.813 164.545
512 -150.812 164.185
513 -150.754 163.857
514 -150.63 163.576
515 -150.445 163.361
516 -150.215 163.232
517 -149.965 163.21
518 -149.718 163.308
519 -149.488 163.53
520 -149.275 163.864
521 -149.066 164.288
522 -148.846 164.779
523 -148.603 165.318
524 -148.341 165.898
525 -148.075 166.531
526 -147.834 167.238
527 -147.648 168.049
528 -147.542 168.979
529 -147.523 170.023
530 -147.584 171.151
531 -147.704 172.311
532 -147.857 173.445
533 -148.023 174.502
534 -148.192 175.45
535 -148.36 176.281
536 -148.528 177.011
537 -148.694 177.67
538 -148.856 178.289
539 -149.008 178.886
540 -149.147 179.457
541 -149.271 179.97
542 -149.378 -179.627
543 -149.466 -179.394
544 -149.532 -179.381
545 -149.58 -179.618
546 -149.62 179.895
547 -149.676 179.182
548 -149.778 178.288
549 -149.96 177.261
550 -150.243 176.145
551 -150.637 174.969
552 -151.13 173.745
553 -151.698 172.476
554 -152.307 171.167
555 -152.928 169.82
556 -153.541 168.443
557 -154.135 167.049
558 -154.707 165.65
559 -155.257 164.258
560 -155.777 162.887
561 -156.258 161.548
562 -156.687 160.246
563 -157.056 158.987
564 -157.358 157.779
565 -157.594 156.631
566 -157.767 155.56
567 -157.884 154.585
568 -157.95 153.732
569 -157.974 153.02
570 -157.967 152.462
571 -157.942 152.052
572 -157.918 151.774
573 -157.904 151.6
574 -157.9 151.506
575 -157.89 151.475
576 -157.841 151.501
577 -157.715 151.587
578 -157.483 151.74
579 -157.14 151.96
580 -156.711 152.238
581 -156.247 152.553
582 -155.813 152.881
583 -155.472 153.196
584 -155.275 153.478
585 -155.249 153.713
586 -155.406 153.895
587 -155.735 154.02
588 -156.214 154.083
589 -156.81 154.072
590 -157.487 153.979
591 -158.21 153.795
592 -158.953 153.523
593 -159.697 153.174
594 -160.43 152.77
595 -161.143 152.341
596 -161.82 151.918
597 -162.438 151.528
598 -162.968 151.186
599 -163.379 150.897
600 -163.651 150.647
601 -163.781 150.415
602 -163.775 150.183
603 -163.654 149.943
604 -163.441 149.707
605 -163.161 149.509
606 -162.834 149.404
607 -162.473 149.447
608 -162.085 149.679
609 -161.671 150.106
610 -161.227 150.694
611 -160.743 151.38
612 -160.208 152.095
613 -159.611 152.778
614 -158.946 153.397
615 -158.221 153.951
616 -157.455 154.467
617 -156.685 154.985
618 -155.949 155.545
619 -155.284 156.172
620 -154.718 156.859
621 -154.265 157.572
622 -153.924 158.257
623 -153.686 158.858
624 -153.54 159.33
625 -153.484 159.651
626 -153.527 159.826
627 -153.686 159.885
628 -153.98 159.871
629 -154.419 159.827
630 -154.998 159.78
631 -155.694 159.736
632 -156.467 159.681
633 -157.269 159.591
634 -158.05 159.446
635 -158.766 159.239
636 -159.379 158.981
637 -159.868 158.698
638 -160.22 158.429
639 -160.435 158.215
640 -160.531 158.091
641 -160.528 158.073
642 -160.449 158.16
643 -160.305 158.334
644 -160.092 158.569
645 -159.793 158.84
646 -159.391 159.122
647 -158.873 159.402
648 -158.244 159.671
649 -157.524 159.93
650 -156.744 160.18
651 -155.941 160.426
652 -155.145 160.668
653 -154.378 160.903
654 -153.651 161.121
655 -152.969 161.306
656 -152.335 161.438
657 -151.752 161.496
658 -151.223 161.463
659 -150.751 161.324
660 -150.334 161.077
661 -149.97 160.726
662 -149.666 160.284
663 -149.437 159.773
664 -149.304 159.218
665 -149.284 158.646
666 -149.379 158.085
667 -149.572 157.553
668 -149.826 157.057
669 -150.099 156.589
670 -150.352 156.131
671 -150.563 155.662
672 -150.73 155.171
673 -150.869 154.658
674 -151 154.143
675 -151.144 153.662
676 -151.307 153.259
677 -151.487 152.971
678 -151.678 152.817
679 -151.871 152.785
680 -152.067 152.844
681 -152.268 152.947
682 -152.484 153.054
683 -152.731 153.144
684 -153.03 153.224
685 -153.41 153.322
686 -153.895 153.478
687 -154.502 153.722
688 -155.225 154.066
689 -156.035 154.487
690 -156.886 154.939
691 -157.727 155.361
692 -158.514 155.7
693 -159.218 155.922
694 -159.823 156.017
695 -160.328 156.002
696 -160.737 155.915
697 -161.055 155.801
698 -161.287 155.704
699 -161.437 155.647
700 -161.511 155.629
701 -161.518 155.625
702 -161.461 155.594
703 -161.344 155.498
704 -161.165 155.318
705 -160.925 155.056
706 -160.628 154.745
